"customer_id","OrderDate","Product","Quantity","OrderValue","Discount","Status"
9095,"2024/01/05","Monitor",3,585.99,"20","Complete"
1029,"2026/02/12","Printer",1,222.74,"5%","Complete"
1206,"10 Apr 2024","Webcam",2,735.63,"0.15","Refunded"
9307,"2025-04-14","Webcam",1,299.07,"5%","Complete"
1236,"2026/01/13","Laptop",1,852.72,"20","cancelled"
1050,"15/07/2025","Router",3,669.31,"20","Refunded"
1085,"05/10/2025","Mouse",2,1141.23,"20","Complete"
1067,"25/03/2025","Mouse",5,1465.47,"5%","Refunded"
1189,"08-05-2025","Keyboard",5,824.65,"5%","Pending"
1197,"2025/08/02","Phone",6,28.48,"0","Cancelled"
1098,"02-06-2026","Desk",3,1066.27,"10%","Cancelled"
1080,"01-04-2026","Monitor",4,476.33,"10%","Cancelled"
1233,"22-May-2025","Mouse",2,333.57,"0","Refunded"
1221,"23-11-2024","Tablet",6,574.44,"5%"," Complete"
1219,"2024/06/23","Keyboard",1,1209.65,"10%","Pending"
1116,"17-Mar-2024","Router",6,217.56,"0.15","Cancelled"
1107,"12-02-2024","Headphones",3,724.07,"20","Pending"
1031,"13-Mar-2026"," Router",2,1385.82,"N/A","Refunded"
1221,"29-07-2024","desk",3,926.02,"20","Complete"
1021,"26/09/2025","",3,182.56,"0","Cancelled"
1133,"15 Jun 2025","Phone",2,1094.4,"N/A","Pending"
1158,"17/03/2025","Laptop",3,792.1,"","Cancelled"
1090,"08/03/2025","Headphones",6,155.32,"0","Cancelled"
1114,"30 Dec 2025","Laptop",1,1274.54,"","Pending"
1104,"18/10/2024","Printer ",6,104.63,"10%","Pending "
1135,"2026/03/26","Monitor",3,13.51,"5%","Pending"
1064,"22 Jul 2025","Monitor",6,639.18,"0.15","Pending"
1127,"08-Jan-2025","Desk",4,952.42,"","Complete"
1183,"2025-12-03","Keyboard",4,486.22,"N/A","Cancelled "
1172,"14-Jun-2025","Webcam",6,1496.57,"","Cancelled"
1093,"05-Nov-2024","headphones",1,1353.44,"20","Pending"
1096,"25-Jan-2025","Laptop",2,133.58,"5%","Cancelled"
1173,"2025-08-30","N/A",6,487.25,"0.15","Complete"
1035,"2025-10-09","Desk",5,1106.33,"0","Pending"
1139,"01-10-2025","Tablet",3,509.16,"0.15","Complete "
1165,"19/12/2024","Phone",3,841.96,"20","Cancelled"
1056,"25-Jul-2025","NULL",6,1298.09,"N/A","Refunded"
9476,"19 Dec 2025","Headphones",5,238.27,"0.15","Pending"
1151,"21/11/2024","Router",4,230.84,"N/A","Cancelled"
1020,"11/04/2026","Webcam",2,160.14,"5%","Complete"
1070,"22-Jul-2024","Headphones",3,1270.25,"N/A"," Refunded"
1016,"17-04-2025","Laptop",4,1195.89,"10%","Cancelled"
1217,"31-03-2026","Phone",6,794.97,"10%","Cancelled"
1148,"24-04-2025","Phone",5,1120.06,"10%","Pending"
1134,"2024/11/14","Keyboard",4,1232.06,"20","Pending"
1078,"27 Jan 2026","Laptop",3,662.65,"0","Pending"
1242,"22-11-2025","Laptop",6,569.03,"N/A","Pending"
1128,"2026-02-15","laptop",5,50.03,"N/A","Cancelled"
1195,"16 Jul 2024","Router",2,994.97,"20","Cancelled"
1208,"19-Jul-2025","Chair",2,960.16,"0","Complete"
1214,""," Headphones",1,188.68,"0.15","Pending"
9003,"NULL","Printer",2,41.14,"0.15","Complete"
1168,"22 Feb 2026","Phone",3,1198.98,"20","Refunded"
1004,"2025-11-06","Chair",4,309.51,"0.15","Complete "
9060,"2026-03-24","Laptop",6,1317.94,"0.15","Complete"
1066,"2024/11/09","Headphones",5,469.65,"N/A","Pending"
1225,"14-04-2025","Router",6,234.99,"N/A","Complete"
1145,"02/08/2025","Mouse",3,1140.17,"20","Pending"
9069,"25/05/2025","Chair",2,1113.85,"","Cancelled"
1121,"26/05/2025","Keyboard",3,1139.78,"20","Cancelled"
1207,"09/04/2026","Webcam",6,65.51,"","REFUNDED"
1062,"2025-04-19","N/A",4,584,"0.15","Cancelled"
1152,"2024/07/18","Tablet",6,585.92,"0.15","Cancelled"
9118,"2025/12/04","Desk",4,536.44,"0","Cancelled"
1209,"2024-01-17","Phone",4,1395.76,"20","Cancelled"
1115,"15 Jan 2025","Laptop",2,1128.02,"10%","Pending"
1073,"22-Nov-2024","Chair",6,370.51,"0.15","Refunded"
9223,"29/12/2025","Printer",1,1361.64,"0.15","Refunded"
1022,"19/10/2024","Phone",1,753.08,"20","Pending"
1057,"23 Aug 2024","Webcam",2,1358.3,"0","Pending"
1152,"2024/05/16","monitor",6,642.15,"5%","Pending"
1020,"03/05/2024","Printer",4,1468.81,"5%","Cancelled"
1191,"2024/01/03","Phone",1,1151.73,"N/A","Pending"
1157,"30/10/2024","Chair",5,491.27,"10%","Cancelled"
1120,"30/01/2024","Printer",5,119.66,"5%","Pending"
1007,"30/04/2024","Laptop",1,241.47,"","Refunded"
1120,"2025-05-26","Headphones",2,551.27,"","Refunded"
1237,"17-12-2025","Webcam",3,1119.8,"20","Complete"
1187,"21 Dec 2024","Keyboard",1,567.52,"","Cancelled"
1074,"14-10-2024","Desk",6,262.32,"0.15","Pending"
1089,"2025/07/10","Webcam",4,882.95,"0.15","Pending"
1239,"14 Jan 2024","Mouse",6,299.39,"N/A","Refunded"
1200,"25 May 2026","Headphones",4,1247.74,"","Refunded"
1077,"27/12/2024","Printer",2,138.41,"N/A","Cancelled"
1032,"2024-07-17","Phone",3,855.51,"","Complete"
1247,"21-12-2025","Printer",2,160.01,"N/A","Pending"
1067,"2025/03/06","Router",1,695.12,"N/A","Pending"
1241,"21/05/2024","Tablet",1,431.19,"","Refunded"
1071,"07 Mar 2026","Webcam",5,293.43,"N/A","COMPLETE"
1063,"09 Apr 2025","Chair",5,303.41,"0.15","Refunded"
1245,"12-Oct-2025","Unknown",1,1171.2,"10%","Pending"
9944,"03-06-2026","Printer",1,703.56,"20","Cancelled"
1043,"2025-06-06","Printer",2,385.64,"5%","Complete"
1016,"22 Apr 2024","Headphones",6,1431.95,"0","Cancelled"
1137,"2025-06-27","Router",5,261.85,"0","Pending"
1238,"2024-08-20","Laptop",3,1458.43,"N/A","Refunded"
1041,"N/A","Chair",1,371.36,"20","Refunded"
9825,"30 Jul 2024","Phone",5,186.97,"0","Cancelled"
1062,"21-Dec-2024","Mouse",1,1497.47,"10%","Complete"
1166,"21-Oct-2025","Printer",1,92.54,"","Refunded"
9636,"2025-03-07","Printer",1,202.92,"20","Refunded"
1057,"25-Apr-2025","Printer",5,240.53,"N/A","Cancelled"
1123,"2025/03/16","Webcam",2,1379.87,"","Complete"
1085,"N/A","Laptop",5,480.36,"20","Cancelled"
1063,"24-Jul-2024","LAPTOP",5,1337.61,"N/A","Cancelled "
1004,"02/07/2024","router",2,167.34,"N/A","Refunded"
1005,"2024/09/09","Router",5,526.44,"","Complete"
1038,"14 Aug 2025","Tablet",1,1214.52,"0","Pending "
1124,"01/07/2025","Tablet",3,655.48,"10%","Refunded"
1203,"24/07/2024","Monitor",4,1294.64,"","Cancelled"
1186,"29-Jul-2025","Mouse",3,321.82,"N/A","Complete"
1225,"14 Aug 2025","Headphones",2,764.21,"10%","pending"
1172,"19/06/2024","Monitor",6,1177.73,"20","Pending"
1123,"2025-09-14","Mouse",6,377.66,"N/A","Pending"
1139,"30-Oct-2025","Phone",4,120.84,"0","Complete"
1224,"31/05/2025","Laptop",6,895.52,"0","Cancelled"
1009,"28-09-2024","Printer",3,81.98,"5%","pending"
1132,"2025-06-07","Phone",1,533.58,"0.15","Cancelled"
1096,"23-11-2025","Unknown",3,160.12,"5%","Complete"
1227,"25-04-2026","Tablet",2,959.81,"5%","Refunded"
1238,"15-Apr-2024","Router ",5,1460.08,"","Refunded"
9604,"2025/10/10","Laptop",4,1103.46,"0.15","Refunded"
1179,"26/12/2025","Keyboard",3,1098,"10%"," Cancelled"
1056,"28-02-2025","Webcam",4,18.19,"N/A","Refunded"
1220,"2025-05-27","Router",3,1105,"0","Pending"
1092,"08/05/2024","Desk",6,96.3,"5%","Pending"
1194,"2024/04/10","",2,738.82,"N/A","Cancelled"
1021,"02 May 2026","Webcam",6,73.3,"","Refunded"
1134,"2024-11-01"," Chair",5,957.34,"10%","Refunded"
1198,"2026/01/06","Headphones",6,1137.83,"N/A","Complete"
1175,"2026-02-21","Mouse",2,1185.27,"10%","Complete"
9473,"20-07-2024","Headphones",6,223.08,"0.15","Refunded"
9610,"08/06/2026","Headphones ",5,1001.23,"0","Pending "
1175,"2025/08/17","Keyboard",2,1355.24,"5%","Complete"
1081,"22/12/2024","Chair",6,157.28,"0"," Refunded"
1062,"01-Sep-2024","Router",6,163.22,"","Cancelled "
1098,"06-Mar-2025","Tablet",6,116.87,"10%","Cancelled"
1034,"11-Jan-2025","Phone",1,647.83,""," Cancelled"
1200,"23/09/2025","Tablet ",1,1434.03,"10%","Cancelled"
9295,"08-May-2025","Router ",1,103.95,"0","Pending"
1175,"2025-10-31","Printer",3,93.52,"0","Complete"
1211,"2025-08-26","Desk",6,883.32,"0","Pending"
1003,"17-Nov-2025","Webcam",3,683.14,"N/A","Refunded"
1186,"31/03/2025","Printer",2,715.4,"N/A","Complete"
1218,"2025-04-22","Laptop",4,588.78,"5%","Complete"
1167,"2025-02-28","Printer",2,1363.96,"20","Pending"
1038,"23-Mar-2025","Headphones",2,164.25,"N/A","Cancelled"
1067,"08 Apr 2025","mouse",4,540.05,"N/A","Refunded"
1085,"26-Mar-2025","Laptop",1,1146.82,"5%","Refunded"
1074,"21 Oct 2024","Monitor",5,921.92,"","Complete"
1069,"30-09-2025","Mouse",4,77.38,"N/A","Cancelled"
1113,"N/A","Chair",1,1131.72,"20","Pending"
1236,"Unknown","Webcam",3,1258.15,"0.15","Complete"
9444,"2025/10/10","Headphones",3,1371.97,"20","Cancelled"
9621,"12-06-2025","Mouse",4,11.05,"20","Complete"
1020,"14/05/2024","Chair",2,547.32,"5%","Complete"
1010,"2025-10-13","Router",5,1315.48,"N/A","pending"
1231,"07 Dec 2024","N/A",4,497.49,"0","pending"
1199,"10 Jun 2024","Webcam",5,1010.74,""," Refunded"
1236,"16-11-2024","",4,1347.1,"0.15","Pending"
1146,"20-Mar-2024","Monitor",3,1318.46,"0.15","Pending"
1019,"28 Jul 2024","Desk",5,1077.93,"","Pending"
1151,"04-08-2024","Desk",1,606.43,"10%","Cancelled"
1195,"17-09-2024","Monitor",1,1309.64,"10%","Pending"
9232,"24-Sep-2024","Router",1,453.84,"10%"," Refunded"
1246,"08-Nov-2024","Mouse",1,356.19,"","Pending"
1135,"N/A","Desk",6,1290.01,"","Complete"
1044,"17-Oct-2024","Chair",6,357.76,"20","Complete"
1232,"15/10/2025","Laptop",4,351.98,"20","COMPLETE"
1077,"2025/10/27","Phone",3,465.45,"0","Cancelled"
1215,"19-02-2025","Headphones",5,150.68,"10%","Cancelled"
9962,"12/09/2025","Tablet",4,1001.59,"10%","Pending"
1212,"27 Jul 2025","Tablet",6,122.35,"0","Pending"
1080,"24-01-2024","Phone",4,139.5,"0.15"," Complete"
1046,"25 Oct 2025","Tablet",1,305.46,"10%","Cancelled"
9992,"2024/03/28","Webcam",1,835.08,"N/A","Pending"
1142,"23-Sep-2024","Desk",1,1053.71,"20","Pending"
1193,"","Printer",6,1012.22,"","Pending"
1023,"02/06/2024","Webcam",1,531.89,"0","Complete"
1165,"03/07/2024","Keyboard",6,1231.65,"0","Pending"
1197,"15/03/2025","Chair",6,458.69,"","Complete"
9290,"12 Jun 2026","Printer",6,528.6,"10%","Cancelled"
1045,"24-May-2025","Webcam",5,1321.7,"20","Cancelled"
1021,"2025/09/29","Router",6,800,"20","Refunded"
1183,"22/12/2025","Tablet",5,685.36,"0","CANCELLED"
1106,"28-07-2025","Phone",3,1170.87,"0.15","Refunded"
1096,"2024-05-15","Monitor",6,468.86,"0.15","Pending"
1179,"02/02/2024","Desk",4,391.43,"N/A"," Pending"
1056,"Unknown","Headphones",1,196.67,"N/A","Pending"
1061,"24 Jul 2024","Chair",4,1360.86,"5%","Pending"
9206,"12/04/2026","Laptop",4,1359.72,"10%","COMPLETE"
1091,"2025-06-28","Printer",2,264.4,"0","Complete"
1167,"27-Jan-2026","Headphones",3,420.03,"0.15","Complete"
1140,"2025-11-02","Mouse",1,385.96,"10%","Complete"
1017,"30-Mar-2024","ROUTER",6,629.52,"N/A","Pending"
1231,"03/03/2024","Keyboard",2,907.77,"0.15","Refunded"
1044,"22-Mar-2024","Monitor",5,1365.12,"0.15","Pending"
1234,"20/04/2026","Tablet",5,481.77,"N/A","Cancelled"
1179,"11/11/2025","Mouse",3,107.4,"20","Complete"
1136,"2025/05/18","Phone",2,1443.2,"N/A","Refunded"
1061,"08 Dec 2025","Keyboard",5,1143.22,"0.15","Pending"
1187,"03-Feb-2026","Monitor",3,51.14,"","Cancelled"
1053,"2026/01/20","Monitor",2,442.64,"","cancelled"
1130,"2024-02-08","Router",1,646.74,"5%","Complete"
1011,"03 Aug 2025","Router",3,703.92,"10%","Refunded"
1095,"27 Nov 2025","Tablet",1,571.38,"0.15","Refunded"
1239,"2024/09/09","Headphones",2,1284.74,"5%","Pending"
1017,"2025/01/15","Keyboard",5,230.26,"N/A","Pending"
1204,"21-Dec-2025","Keyboard",2,741.24,"","Cancelled"
1115,"15 Mar 2026","Keyboard",3,977.31,"N/A","Pending"
1051,"15/06/2024","Printer",4,701.65,"20","Pending "
1249,"22-05-2024","Laptop",3,760.3,"0.15","Complete"
1129,"13/06/2024","Router",6,1089.79,"20"," Complete"
1066,"2025-01-25","Keyboard",6,100.35,"N/A","Cancelled "
1119,"24-12-2024","Router",1,1330.78,"20","Pending"
1041,"01-Jan-2026","Webcam",5,241.58,"","Complete"
1154,"2024-12-19","Desk",2,674.69,"20","cancelled"
1094,"10 Apr 2024","Desk",6,794.3,"","Complete"
1226,"09-05-2025"," Phone",2,1396.42,"0"," Cancelled"
1140,"01/06/2024","router",3,178.3,"","Complete"
1130,"16-11-2025","Phone",1,30.99,"","PENDING"
1179,"2025/08/13","Desk",6,1089.75,"20","Complete"
1116,"2026-05-24","Phone",4,409.52,"N/A","Refunded"
1242,"2024-02-06","Mouse",2,247.21,"N/A","Refunded"
1101,"2025/05/06","Desk",2,1253.9,"20","Refunded"
1009,"N/A","Webcam",5,1050.42,"5%","Cancelled"
1140,"06-04-2024","Mouse ",4,28.33,"0","Cancelled"
1107,"2024/01/29","Unknown",1,527.19,"0.15","Cancelled"
1169,"26-03-2026","Printer",4,739.4,"0","Pending"
1041,"08 Feb 2025"," Chair",5,247.19,"0","PENDING"
1223,"13 Dec 2025","Router",6,1497.83,"0.15","Refunded"
1230,"2026-02-06",".",3,520.31,"N/A","Complete"
9188,"NULL","Mouse",4,826.04,"0","Refunded"
1005,"2024/04/18",".",2,103.55,"","Complete"
1031,"2025-03-02","Router",6,17.04,"0","Pending"
1190,"26 Jul 2025","Chair",6,1380.11,"0","Cancelled"
1131,"08-Oct-2025","Keyboard",6,1452.1,"0.15","Cancelled"
1148,"2025/05/19","Headphones",6,771.32,"5%","Cancelled"
1086,"2026-02-04"," Headphones",6,68.95,"10%","Cancelled"
1012,"23-Jan-2025","Laptop",3,474.6,"20","REFUNDED"
1076,"13-01-2024","Router",4,45.18,"10%","complete"
1176,"17-09-2025","Printer",5,1404.24,"N/A","Cancelled"
1196,"2024-08-15","PHONE",2,939.32,"","Refunded"
1127,"18-May-2025","DESK",6,1368.47,"N/A"," Refunded"
9946,"09-Feb-2026","Desk",1,622.95,"0","refunded"
1236,"29-11-2025","Router",4,1065.89,"","Cancelled"
1250,"2025/01/26","Headphones",5,134.55,"20","Refunded"
1096,"28-Jan-2026","Headphones",4,504.49,"0.15","Cancelled"
1002,"26 Mar 2024","Headphones",3,1270.36,"0","Complete"
1174,"2025/11/14","Tablet",3,1407.44,"","Cancelled"
9244,"04-04-2026","Tablet",6,867.92,"20","Pending"
1210,"2025-01-02","Phone",5,1488.51,"0","Pending"
1176,"25-Feb-2025","Webcam",5,1156.66,"0","Cancelled"
1134,"15-Jun-2026"," Keyboard",4,1076.88,"0.15","Complete"
1091,"03 Feb 2026","Keyboard",2,78.39,"10%"," Cancelled"
1219,"13-May-2024","Laptop",3,429.71,"0","Pending"
1211,"15-10-2024","Laptop",1,617.28,"N/A","Complete"
1046,"20-02-2026","Router",6,1069.93,"","Complete"
1188,"26-01-2024","Router",1,371.15,"","Cancelled"
1031,"03-03-2024","Webcam",1,1400.97,"5%","Cancelled "
1029,"29/01/2024","Mouse",6,134.4,"0","Refunded"
1226,"N/A","Monitor",6,1163.04,"0","Refunded"
1218,"04-06-2025","Headphones",4,694.19,"N/A","Pending"
1161,"19-Feb-2025","Monitor",1,1491.65,"20","Cancelled"
1047,"2025/05/12","Phone",1,367.71,"N/A","complete"
1018,"2026/06/16","Laptop",1,1354.65,"20","Complete"
1184,"2025/07/10","Phone",4,1080.28,"","Complete"
1089,"11-12-2025","Webcam",3,945.62,"","Refunded"
1238,"2024/04/02","Chair",6,1377.94,"","Complete"
1125,"09-Mar-2026","Headphones",5,1413.07,"N/A","Complete"
1149,"20/12/2025","Webcam",2,1193.16,"N/A","Pending"
1126,"25-Feb-2025","Mouse",6,1333.92,"N/A","Refunded"
1106,"15 Feb 2026","Monitor",5,1393.02,"10%","Complete"
1021,"30 Jun 2024","Keyboard",5,113.88,"","Cancelled"
1059,"2024-01-06","Chair",3,863.66,"","Refunded"
1145,"2025-07-06","Phone",5,1106.69,"0.15","Pending"
1123,"13-Sep-2025","Webcam",5,1312,"0","Pending"
1159,"2024/06/16","Laptop",5,658.22,"5%","Complete"
1065,"2026-05-04","ROUTER",5,575.96,"10%","Pending"
1197,"11/10/2024","Phone",5,1113.37,"","Cancelled"
1158,"2024-09-07","Laptop",3,734.22,"N/A","Cancelled"
1034,"2024-10-20","Monitor",6,872.7,"0.15","Complete"
1191,"27-08-2024","Laptop",1,1327.71,""," Pending"
1023,"10/05/2026","Desk",4,315.79,"10%"," Complete"
1219,"2025-07-30","Printer",2,369.6,"","Cancelled"
1218,"05/02/2024","Laptop",6,1252.55,"0.15","Cancelled"
1087,"Unknown","Webcam",4,1297.46,"N/A","Cancelled"
1195,"12-May-2025","Mouse",2,1497.09,"10%","Pending"
1188,"03 Jan 2026","Printer ",2,799.27,"","Refunded"
1017,"NULL","Phone",2,155.21,"20","Cancelled"
1029,"08-Oct-2025","Monitor",6,1359.05,"20","refunded"
1243,"11 Jul 2024","Headphones ",2,737.99,"N/A","Refunded"
1141,"03-May-2025","Headphones",1,846.79,"10%","Refunded"
1207,"2024/07/01","Desk",3,1249.85,"0","REFUNDED"
1095,"2025/01/26","Monitor",2,158.32,"0.15","Pending"
1034,"22 Mar 2025","Tablet",3,534.3,"5%","Refunded"
1058,"02-Jul-2024","Printer",3,286.47,"10%","Pending "
1092,"28-Sep-2024","Headphones",3,1365.8,"0","Pending"
1228,"2024-10-18","Keyboard",5,959.84,"0","Pending"
1183,"2026/04/18"," Headphones",1,733.37,"10%","Pending"
1105,"05-Sep-2024","Mouse",2,1174.18,"","Refunded"
1033,"16-Jun-2024","Webcam",4,59.17,"0","Pending"
1140,"17-Oct-2024","Headphones",2,908.39,"10%","Refunded "
1109,"2025-04-27","Webcam",5,1133.25,"0","Complete"
9608,"2025/07/04","MONITOR",4,376.47,"5%","Cancelled"
9438,"2025-05-12","Monitor",4,842.72,"0.15","Complete"
1227,"12/03/2026","Mouse",4,98.79,"0","Refunded"
1005,"18/06/2025","Laptop",5,434.8,"0.15","Pending"
1022,"N/A","Router",1,594.36,"20","Pending"
1142,"04-Apr-2026","Keyboard",3,918.2,"20","Refunded"
1086,"18/12/2025","Webcam",2,533.71,"","Cancelled"
1070,"2025/09/11","Desk",1,498.76,"20","pending"
1138,".","Tablet",5,27.23,"0","Refunded"
1103,"10-Dec-2024","tablet",1,13.36,"20","Cancelled"
1191,"27-08-2024","Laptop",1,1327.71,""," Pending"
1079,"18 Apr 2026","Mouse",3,258.83,"10%","Refunded"
1143,"14-03-2025","Headphones",3,63.43,"20","Cancelled"
1145,"2025-07-06","Phone",5,1106.69,"0.15","Pending"
1191,"2025/11/02","Chair",2,1166.49,"10%","Cancelled"
1092,"28-Sep-2024","Headphones",3,1365.8,"0","Pending"
1226,"09-05-2025"," Phone",2,1396.42,"0"," Cancelled"
1146,"30-Nov-2024","Desk",4,748.77,"20","Refunded"
1116,"2026/04/25","Mouse",6,426.3,"N/A","Pending"
1167,"2025-02-28","Printer",2,1363.96,"20","Pending"
9083,"22/11/2024","Keyboard",4,677.37,"5%","Refunded"
